Id,SalePrice
343,198761.51251418426
386,226558.12484757192
2005,103288.83128913137
2908,138586.76713054292
1814,250769.74136836952
2446,446810.4389283974
208,138666.95620311695
1679,115998.18835416206
822,316392.39226162515
6,172225.05726302348
1781,374937.83330027317
2397,331065.6714355857
2340,331335.42431871174
1618,162656.69415331233
2843,116447.42708727796
1061,374676.1576679563
2786,129675.69691932198
1935,135075.08740816775
1341,116896.66391056389
521,277622.21973938704
2136,137401.12753342753
996,203102.6850954124
227,141546.6450482332
135,160831.6099802976
1167,156523.3233390392
294,218359.6795655956
1776,195912.56407007857
540,151342.85255451637
1717,230795.72944031746
2303,124702.10514975191
116,195213.1400366792
127,151034.7953610367
1371,143614.40874910422
1014,142467.88404513788
1507,106229.40190121025
702,131255.7818106292
750,158241.08196082103
261,125608.89915071425
1559,43900.71492172801
577,210617.1300915385
2812,189543.91486521464
2080,136673.79300464803
1368,102866.59443204856
2376,114043.25941193508
659,115133.4300796398
1235,132797.48955388772
332,81921.00979751567
1917,145092.89469687516
2094,244783.4617796782
1460,236792.75617193963
1471,222490.126883421
1509,116721.64116639263
1922,115071.71103154842
433,460435.5421810874
460,268937.7811589114
1116,240439.21182188482
1137,149689.79200327073
53,161493.55546229708
2354,268228.24706693017
1475,196152.28052562787
1761,439011.3584936075
842,144972.64499684187
2739,154654.6740788934
2509,152697.96090529833
1007,203784.58579016515
2610,162536.21127712113
1952,90797.02785588519
2719,154738.95046902596
2921,71113.19432376191
1966,154005.68486899664
292,140491.2644532631
1204,194168.09889762403
1829,242736.70282026447
2419,192318.87426147333
391,170114.63968680074
798,115668.10871614414
481,206375.10729141583
193,182498.87643438714
555,137829.28628642604
899,77961.3372386129
2357,175186.31246892016
328,141710.6152478919
1356,109422.87342882596
1154,110899.31743431516
1730,187153.17104768477
2249,175078.00989116493
1119,302664.430939817
2856,136036.8397278655
1394,125155.02509339215
2587,124435.05731182886
61,308361.6795034363
2661,180034.8539883603
2711,111918.02729837189
1147,178629.11946592896
757,108067.5341696871
2623,122713.91364068477
2378,146972.47779358036
1413,110741.9781540246
1722,229072.18326167212
1112,237763.8948581542
1623,183743.5769597595
1201,196300.01952413694
1513,96359.28030567378
957,273148.9759846851
1171,237819.51640045925
1145,192165.84471836066
2726,233838.41783198973
703,147604.17475692663
760,123478.3434646102
1964,162494.56307450074
2512,173642.00107010073
159,125656.00611265088
1281,179729.32384556104
468,195943.0431824368
290,132823.84780443655
665,104545.0994841384
1463,249290.2121563309
1792,222484.22506884477
923,163250.5624221254
500,292388.8488700916
1408,156184.36407070493
331,94833.46678306916
170,158148.49293828415
2192,93073.96795828993
2571,246293.94236238344
2314,157666.55126684599
2647,70674.4379055755
422,415477.5313026415
2457,313879.77077919664
1838,183840.13320921917
2805,243353.37478139062
1645,156483.24004461322
1711,323990.06532583176
2825,227381.98696106116
322,304925.4408211707
2103,262107.5118831951
342,119796.85719124824
600,125486.95001241475
488,163488.58463974137
1725,289525.17767265707
2246,284999.02390478924
2847,129276.00449785669
806,229506.75244169604
530,238213.5969555855
963,190015.7161427116
2678,120377.0020204121
171,90042.04858502833
2401,414015.2352982961
805,218567.07715879477
2259,238301.3771082145
1748,193673.7511238722
1361,127113.4749069692
1677,103658.99203910393
1406,162875.65355868384
2322,248128.87804496105
688,147627.83400164222
143,136879.23364661608
804,209228.9299302981
1214,157129.37146348404
2828,128876.69036265809
1999,174833.7165782207
2467,217309.9595717451
2665,162002.40539649784
1538,307862.33626850706
398,121185.15141303398
2822,141077.4225000896
2157,133567.7038789375
1856,172354.39387070262
1269,119769.88644233454
2570,116217.10080521929
2320,249782.00339156666
1517,135254.90715082097
2304,142951.06247602272
1312,104650.14097491023
2012,137039.14355845013
506,241079.99009594173
2865,212007.95983782355
2367,96738.71387497816
554,131579.9748900486
238,130225.8717541965
1954,92147.23414158021
2488,95522.70857387746
2291,70553.31823236909
1969,116331.59980217335
2725,176502.30787103358
1482,140590.53914304185
2763,209893.67099107543
503,270677.9000037004
1584,259857.9242144694
1531,178418.25586471587
2210,221902.6211640756
459,306288.7534614941
556,133488.02880774837
1347,117677.71694478978
1290,80283.92679884413
1388,107966.26385219683
1571,209076.75618359612
2754,219958.7056887579
765,143825.71027195264
2494,121846.72565214211
2870,212762.4961011863
7,253742.73889135182
1114,244906.71520937988
2418,268889.1731574297
291,141707.5301390872
18,392446.10917548253
39,394038.4603927359
1001,279340.82613300416
2442,219566.27057426653
616,111541.47195680137
2680,79418.20217108264
1414,113418.59151302624
289,163572.4816436474
40,285943.8957937396
860,161443.55090989076
409,134072.36250486577
673,163807.1320001041
2427,178827.86239971095
2036,182391.26921516188
2564,133420.3787821475
642,157945.88226303915
1008,158391.10529989525
1908,147257.54001144497
2519,185578.91538390904
1369,98793.46190266806
2855,148969.15667708064
712,64128.5045172167
1943,118289.34793674955
1958,125953.56471809713
107,177055.7740538343
2295,201943.22071133615
704,103956.11874404518
676,138829.25060189297
259,176361.88623088042
93,289533.11891965487
106,246453.7029518249
2315,161782.85637836423
1050,98282.91240190112
1095,217251.57757421877
2709,165027.13328176763
758,132177.44068532696
1496,166359.12558272216
2370,105333.13340519072
2458,292785.1137767666
2733,138909.80820526762
161,226267.1678165409
726,171607.08623723485
845,218015.63016657942
947,254302.4076017144
2232,123319.01975533811
2563,130631.92816644031
2299,128531.71885120406
211,104315.11442187749
605,148779.44783070587
1478,212555.23596428082
2247,269374.4372075916
2274,210739.16111027487
2869,222321.37488513134
967,204552.7802388028
2656,104239.42769491929
667,197765.33340971786
1042,102044.38328505555
2023,164744.30939422533
2447,377432.5773424024
2055,129627.23369576977
2275,296184.00730575353
2204,178582.30387960075
1563,274956.089853368
483,221133.22235874672
796,98817.41106093855
1526,160075.51106272932
2042,122904.69016879369
442,356125.3869057867
1693,346294.2018436274
1468,219510.31874636616
1430,223083.58949263298
2605,173185.40955772155
1529,188930.43820645844
335,129767.859577683
1287,112281.64289359821
31,92191.66019063178
1785,311762.19971602
82,160237.06043762827
2620,137826.53382902467
252,185791.60722342363
721,27809.69256109174
2165,195453.2332629216
2316,200839.5607296301
775,152284.49864743618
1558,82805.64872795602
17,228794.9138798463
1022,224543.89155659816
925,136474.0603427361
438,314220.4144211997
1270,147581.53188124657
1272,126152.2572326147
215,153093.4922379699
266,226216.88592254967
2402,312198.0255739434
1250,127003.99379929723
1984,62088.377681998594
1279,155482.85436988782
377,230528.61579920424
1252,134563.1979319518
2156,245912.01713119613
499,338439.88360389136
1374,132449.11742645796
2898,246516.6615211886
401,102830.2889683677
2721,169186.71066648755
2078,267269.87501052686
2589,102340.70880433288
1946,216557.6744255323
1334,109485.27234626503
2781,210404.8970096745
431,394870.48760783544
576,188102.52843305355
1474,208653.3582019655
2254,133323.1348967872
2155,284427.6162385042
885,99143.92957377748
643,154406.11498813782
1944,142353.89790704913
480,201122.70424138094
2845,103778.35326301455
2387,342787.1537609624
2407,219219.64659455992
2527,159471.00020767158
2514,144247.86641387767
629,157148.40565706047
80,199600.61933263534
1876,136232.55149280318
1546,114303.79987915317
2518,186959.15878605118
2347,139053.37929599665
783,225972.1156155628
1322,60118.58732751035
194,92793.93335999607
1770,302244.42654544825
2143,154385.84120213494
1229,217707.86659474412
511,286038.6233572122
46,242637.91409312052
1348,169290.46497641059
2465,216813.90496768788
387,235937.7128233815
873,230987.29861884928
1918,104148.16155488056
2764,240123.8428215336
2184,117348.6618386019
934,148078.7232272329
1920,125923.97091225508
2631,158218.6134349508
1768,456517.4381061038
2040,129332.30539547387
1749,222358.64466749426
834,263481.4284626759
1457,213801.13511836235
79,93050.80549641437
2302,130484.09383024115
1817,152741.1620360474
2755,234197.55745039505
359,177060.10050661655
2059,110082.30358102205
2092,240889.562798938
2516,238497.59972957658
150,103312.79628072155
1656,115515.97540070981
83,108521.2687392132
2411,187570.08540823622
795,85547.93359866651
2312,200470.62272649884
2917,121723.39658892775
1624,177828.9946623741
2215,320640.2253511724
1211,143692.6403651956
1485,161046.9966279173
1024,193340.11694290498
570,180691.65162915757
2874,155364.29208869665
700,157686.32632078938
2756,205906.52272923195
2022,161509.35790300215
583,225949.37269066935
2392,390029.03471319936
2424,168813.42626415883
212,89639.71356633757
736,120237.95804784013
1610,182887.98978555112
890,95391.8742636079
467,182771.1417856925
578,223143.31599655564
1747,194901.40858289055
1149,138145.9681703785
2758,239403.33742058804
857,141990.71868915096
2219,282008.04354448244
733,109968.17833978936
2909,115809.60371687819
1798,272005.83138352446
235,120312.38829638428
2366,128992.78800466759
1027,127832.85885486045
1195,149633.79616973732
1303,41775.391519177414
148,186921.03054647348
608,151322.82195528303
2515,206749.45210861342
821,281933.16222901864
2500,275561.15255578107
745,110047.2640460809
741,116151.04499216864
1611,174470.41561261183
2532,120157.6441555339
1081,220880.04311389747
1692,416222.4960172601
2520,182054.88219146084
276,105908.36591378786
1992,131808.09317825784
663,25244.364849100937
418,114974.57742852022
1733,213335.54285569876
2359,145929.36144046832
253,187317.8673964345
1518,150061.77275886163
2035,122779.44590237617
2919,73909.18762299884
1540,229438.8356285393
2120,148305.31747369308
1674,168896.53560974597
256,150954.67371159457
2361,112896.44225778425
978,90693.69665774851
2280,104659.1879286225
2095,237932.6449773685
1709,353249.7997126002
2801,233585.6306402796
1246,130258.125595296
2373,94448.41432784154
1055,325478.9544289302
2017,137431.92705751726
1099,311824.3130665646
1344,90594.44760449417
835,216484.2549057659
1117,220131.7626031499
2043,98213.13019464925
2085,70363.63162907664
410,152322.93211134084
2650,78359.49696033538
2867,185097.07993566492
1668,102937.00397655243
1161,161631.25470181924
2122,182854.68351583226
2539,128896.52017684813
1047,124319.8118245705
1445,153570.38209151596
541,115949.45374399636
569,190486.39697646527
1276,147171.91874228363
918,160472.88827096528
326,171879.93866821696
1936,124761.22356039504
895,96550.52903564568
257,137005.30643335564
1241,164525.92314197248
1545,117493.76366563977
1189,170815.33219846457
270,132534.39332083243
2066,206749.6165020281
693,117928.63482762329
1259,160970.6718840277
2916,165273.41476060168
2321,280065.6277948627
1977,90741.53148904425
1895,132531.7443389763
1240,178853.81885602055
85,146173.07533835093
1823,119104.25203152592
825,282000.88709608384
110,237810.29471295068
697,136941.28857828616
2297,111719.04772723472
1231,140178.8382715434
1355,148171.90486313254
968,326000.65611988166
584,229617.8334148853
1315,131668.42202843443
1606,145425.04372776908
206,87319.27897787772
1685,387051.59669749066
2016,125862.82756700602
869,193028.2902412693
2135,123018.8198899531
2346,175182.63900698166
2430,234514.88175476293
2198,114865.81186792612
2652,129373.16707320194
27,125655.22553337362
241,160053.84451074802
906,152723.37384516365
1506,117807.34163921312
2098,348413.146586149
1435,228067.25020693
2213,147761.78116606575
1274,134575.07365365108
743,42111.30658658952
1737,205697.59356252107
2797,273612.29458470666
2185,50423.00738524599
58,170537.61220153482
830,217425.39628719064
808,110797.11307863728
680,144462.15253417424
1153,87660.73343169707
1291,146542.68226090175
1818,177288.68075234673
2161,193537.0154433583
1883,107741.27171403167
350,336991.183577682
2473,135727.88521523678
295,191285.78602210383
293,178517.15150453427
859,144524.5940616187
288,43214.146527806966
1578,150345.97282258814
102,189239.41356612017
2831,125041.67729855012
1030,150918.95141922243
2551,136921.00128897783
1286,158040.45847050633
958,324968.820609253
776,131421.66739220134
72,239026.83345772917
2263,272270.0663097907
1866,163160.91148936542
2876,71912.43210396392
2146,223520.383951714
103,180605.57868692811
1500,116310.03325912342
492,171388.88303186002
167,154749.0943409759
2597,122956.13232181346
2685,124818.392598159
1035,145085.31787218587
1220,59142.96199284785
2602,168761.089459306
2159,210085.68791178407
695,167481.86330967033
1109,273663.1990007025
640,155518.47237942004
1652,147700.6165018277
2090,161805.31165334207
1188,157195.66389285788
2345,236834.42162055286
1059,388830.5445475093
2751,214047.75320125095
128,207922.39272262205
1523,156536.06878281457
2925,175581.01626062355
2145,271582.6040078716
1121,227474.62927979926
566,238845.43720017458
565,248793.2632768147
1331,137650.63399734462
2928,119157.8611851194
156,134410.0672239473
797,138957.6489879247
327,79728.01914923658
2859,150763.30028942614
1453,103901.43711195776
1762,341804.3935248703
1868,197318.2237562502
1760,165185.6885423018
1113,231978.54965373993
1812,193832.92142158575
117,151233.63968983814
1142,207479.90078351027
2342,416299.9926470771
927,157755.96783467664
2478,175574.97631778455
655,81740.92129580682
2064,125137.10165891275
369,333431.786371917
2239,113351.20534187424
2732,205899.88617697507
1653,165595.64736789875
959,223442.9791111312
2395,367328.87058105075
1412,100112.79679582661
271,244993.23338016306
1484,143885.91625169516
1497,143449.048393405
552,146209.75229357075
2,124056.8958105557
1855,268827.9185137185
4,257606.46782081175
2292,156503.4474598204
134,130731.08954512209
646,113298.58017432428
42,341091.60587521375
532,217355.23178689068
713,113358.39670924205
2561,138468.69904394585
2360,124081.97036463828
1333,125480.56738393308
1407,204117.0163871305
2892,290692.55152194074
574,205048.1837776909
1227,182733.84371369643
2591,228174.09710099662
1476,216382.10692327764
1125,275750.3737977287
1446,124927.17934059133
408,117337.8361925114
1101,311805.1275815361
2251,206575.3842696311
373,192577.8666783976
2554,143195.19324525012
2382,296795.1589722502
1985,81426.48662726858
519,262765.3221442114
1093,184461.10213144464
864,241383.66612956682
2889,157421.72584818318
2308,188912.88718442395
986,187679.44210144915
1302,152738.55483844105
585,153150.94871905973
2708,140268.3953656345
147,134347.44309954587
1441,220470.97449233852
383,202791.34602910592
285,164243.6657756877
181,87890.52704152509
358,172980.44313542775
780,175815.07734672897
258,187097.71365348497
1865,229194.3617115279
692,102864.72989072511
2902,315405.07401442504
508,258881.99152110514
2638,136474.04013575436
36,145811.696145898
611,163798.4259904246
2281,168980.64035138904
1678,119534.52795538973
1696,425856.5221443741
1557,45067.12002572199
2180,145604.6263281651
1726,239855.51693363764
951,149368.4078497565
267,216630.68344680485
2706,130507.67834677265
2221,248839.33420794722
1357,198115.44782371775
2901,300448.53031490475
347,164639.69767599987
2164,206308.08196419812
1586,302034.3332396251
360,156560.10201486576
1769,283123.08376808255
2617,196134.5844784788
1879,112383.7059284393
991,222572.9343129211
1535,128500.97857819099
1191,142267.93585214237
1579,240657.1897974685
1882,156187.1538124295
1510,119420.09413971592
2196,170546.78582599314
1845,174797.7720019998
2336,418340.42971981445
942,98217.4806369801
861,117885.24660164988
2555,110485.72412626148
1392,167783.89106353707
2099,263190.56682721246
1543,119364.03386758987
948,259960.4138125572
1239,158390.56170502925
22,197894.49858930972
2796,233302.67720283606
2747,185910.02104809418
92,298347.84290967556
210,166829.4274978479
1858,185400.88584290873
2228,138365.02018145556
447,263136.20721086697
827,234744.50592045693
1649,251040.91660450338
682,142778.9804479968
2698,115447.53231802993
494,161348.50826248465
214,48834.22926251544
2441,220882.80156784688
2679,112791.10170686297
1336,135744.28323482917
465,187563.7900497508
1524,133937.73106396847
2543,120719.2900352646
631,133951.4415795571
2452,333094.12002017244
228,171900.67375136123
126,177761.02181190733
1092,238306.43616741852
1122,223952.83555337522
932,236659.67422620856
1980,49513.48366292444
2171,117624.15019642995
551,165394.4914956908
2768,192040.4114764889
2056,112563.39746121748
1159,346500.94898881286
2645,128061.24428362786
1174,171060.4523048208
2266,221719.50252249718
2462,329823.7070732538
1219,136786.05485820366
2922,186163.334247413
118,151850.264500897
474,156356.9377320195
2576,142032.60211319927
872,272878.84939505556
1077,230435.93216239175
1536,152012.636893463
1150,107456.28095526213
2341,340686.6664169455
1931,133277.4459702286
2785,138140.09147593673
2538,128931.59881675706
597,190819.94399858688
464,196127.23501452993
233,268301.31606831006
2169,127757.636185776
2123,172592.79845822332
1867,154231.52548892805
137,270125.7546270264
515,243835.60700334338
933,100040.25474077318
2784,160507.00828126908
972,147266.85951638434
599,172028.3745490644
2614,136141.26146422894
2582,151452.2009603701
1409,163373.6006836363
175,109778.96414183662
352,252166.27575449945
976,99496.87377883939
2134,189172.8533895527
984,129178.40695520319
2396,363362.0956788142
1673,133171.2370381331
404,123527.02976806535
607,160121.84427706755
814,163961.5661108341
868,192802.80202347526
2271,192252.7283194467
1633,263780.6971113187
337,179387.66688225212
2765,182270.88280414153
1746,255825.70848470597
368,355952.8895766679
2806,206765.4654426941
1662,188057.47394135615
1234,210611.40588398618
1373,128210.26168624024
1672,104301.17975462106
1939,133298.32233216634
